ALL_Uniq,Name_USGSO,density_pop,evi,wind_power,wind_std,offshore_wind,geothermal_potential,hydro,temp,solar_pow,solar_seas_ind,res_area,consumption_label,gdp_cons_pop_urban_merged
89889,UNNAMED,0.5391873710562937,-1.019028903349271,-0.6827631506251441,0.9255438533927804,0.0,0.0,0.0,-0.06408586162068139,-0.08999593019553292,-0.17679586639102216,-0.7342544336424145,XS,-0.019129433407504205
89908,UNNAMED,1.5303863935600828,-0.7159318069087435,-0.798760586635111,1.1722325820516504,0.0,0.0,0.0,-0.08170481390191368,-0.1241123836976516,-0.203991165410458,-0.8561325418517205,S,0.7003138773139945
89917,UNNAMED,0.9777969262700968,-0.4117108362483831,-0.7793221359063858,0.878015664000369,0.0,0.0,0.0,-0.046974025932295736,-0.1200982096520244,-0.18991150141277863,-0.2674390857603079,S,2.6253428940054095
89937,UNNAMED,-0.5729114653498156,-1.36890339605908,0.45630047721685085,0.6713721450660054,2.195876390812974,0.0,0.0,0.028542222186523598,1.2247668463187666,0.11083400242741011,-0.1325117874000731,XS,-0.18593422226647247
89959,UNNAMED,0.3301755758442942,-1.3829572252322129,-0.8256412353555485,0.9393479283687559,0.0,0.0,4.188129298796698,-0.10184987345005239,-0.10661295647139168,-0.18917959820623503,-0.5250678200156645,XS,-0.1564793250841098
89969,UNNAMED,1.2305512637881197,-1.2615199896209652,-0.8304090256201471,0.9605282871505884,0.0,0.0,0.0,-0.10384335166760583,-0.1081482828865461,-0.18844762617951666,-0.6430881501319247,XS,0.2832707020041598
89977,UNNAMED,1.2214299561887672,-1.0472666882197486,-0.8503029190258471,1.0043672167957884,0.0,0.0,0.0,-0.10157078459078711,-0.12012163298708277,-0.18383440144000024,-0.6290108527367827,XS,0.0139919911441857
89982,UNNAMED,-0.11442113747913218,-1.9253681620307719,0.4090571812933002,0.5140133735776983,1.16378796620853,0.0,0.0,-0.05955202919082343,1.2229756931660238,0.06325907433773614,-0.9649873421800119,XS,-0.20538501239502055
90198,UNNAMED,1.3185867127932156,-0.22566900608045626,-0.878962456951022,-0.06082674897983474,0.13725382214587778,0.0,3.169255983983055,0.11918319307361865,-0.10751255893347632,-0.12415302012551695,-0.7232877907064735,XS,0.038737928231892434
90208,UNNAMED,0.7916895352484448,0.07697693651048,-0.40196263995878034,-0.045547416728239434,0.6683859807158173,0.0,3.755323735490362,0.1472656779963183,0.40464268800337294,-0.1263261367357601,-0.43533795001930986,S,0.11417462602938283
